Production_Hours,Workforce_Size,Machine_Efficiency,Raw_Materials_Cost,Maintenance_Hours,Shift_Hours,Total_Production,Production Type,Production Line,Supplier,Date,Production_Volume_Per_Hour,Timestamp_Hour,Department,Equipment_Age_Category,Shift_Category,Project_Complexity,Quality_Risk_Level,Energy_Efficiency_Level,Production_Flexibility,Supply_Chain_Resilience
-0.14,-0.23,0.77,0.23,-0.01,0.94,1.15, Consumer Goods,Line C,EuroTrade Supplies,10/05/2023,2.55,11,Logistics,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.37,0.34,0.67,0.49,0.43,0.95,3.24, Electronics,Line A,MegaManufacturing Resources,14/07/2023,2.61,5,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.14,1.3,0.5,0.73,0.33,0.12,4.83, Precision Components,Line E,Advanced Materials Inc.,11/01/2023,3.39,12,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-1.49,-0.2,0.14,-0.19,0.27,-0.31,-2.59, Precision Components,Line E,TechCore Suppliers,02/11/2023,9.5,16,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.39,-0.29,-0.26,-0.04,-0.71,-0.26,-0.04, Industrial Equipment,Line D,GlobalTech Components,02/05/2023,-0.09,0,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.49,-0.09,0.09,-1.02,-0.84,0.17,-7.43, Industrial Equipment,Line D,Advanced Materials Inc.,23/08/2023,25.83,7,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.94,-0.75,0.29,-0.47,-0.05,0.55,-2.35, Automotive Parts,Line B,GlobalTech Components,27/11/2023,-26.12,21,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.64,1.56,0.62,1.83,2.17,1.61,6.08, Industrial Equipment,Line D,Industrial Innovations LLC,31/01/2023,3.92,7,Production,New,High,Complex,Medium,High_Consumption,Flexible,High
1.45,2,2.28,2.24,2.12,1.51,7.29, Precision Components,Line E,Industrial Innovations LLC,14/12/2023,1.49,23,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.33,0.19,-0.81,0.08,0.58,-0.47,-0.53, Industrial Equipment,Line D,MegaManufacturing Resources,12/08/2023,-0.8,10,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.94,0.14,0.53,0.56,0.51,0.05,2.94, Electronics,Line A,MegaManufacturing Resources,02/06/2023,2.12,13,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.15,0.13,-0.23,0.16,0.33,0.2,1.6, Automotive Parts,Line B,NorthStar Manufacturing,31/07/2023,0.95,23,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-2.24,-2.16,-2.76,-2.04,-1.47,-1.47,-9.57, Automotive Parts,Line B,Precision Parts Supply,02/04/2023,14.63,9,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.17,1.05,1.28,0.44,0.77,0.66,2.4, Precision Components,Line E,EuroTrade Supplies,27/11/2023,3.29,14,Production,New,Medium,Moderate,High,Medium_Consumption,Flexible,Medium
0.07,0.72,0.77,1.19,1.64,2.02,5.97, Industrial Equipment,Line D,Precision Parts Supply,14/12/2023,8.34,6,Quality_Control,New,High,Complex,Medium,High_Consumption,Moderate,High
-0.35,0.05,-0.24,0.4,0.42,-0.19,0.29, Electronics,Line A,Advanced Materials Inc.,09/05/2023,0.65,6,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.64,-0.11,-1.09,-0.64,-0.91,-0.84,-2.67, Industrial Equipment,Line D,NorthStar Manufacturing,16/07/2023,7.93,9,Production,Old,Medium,Moderate,Low,Low_Consumption,Moderate,Medium
0.64,0.77,0.67,0.91,0.8,0.34,4.76, Consumer Goods,Line C,GlobalTech Components,11/02/2023,1.75,3,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.33,-1.29,-0.96,-1.41,-1.71,-1.47,-6.66, Industrial Equipment,Line D,TechCore Suppliers,16/08/2023,32.75,17,Maintenance,Old,Low,Simple,Medium,Low_Consumption,Rigid,Low
1.26,0.72,0.68,0.85,0.79,1.03,2.79, Precision Components,Line E,Apex Industrial Solutions,13/07/2023,2.35,9,Quality_Control,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.49,1.12,1.2,1.24,1.21,0.38,4.28, Industrial Equipment,Line D,Quantum Resource Group,18/01/2023,2.06,18,Logistics,New,Medium,Complex,High,High_Consumption,Flexible,High
0.9,-0.17,0.56,0.33,0.57,0.31,1.1, Automotive Parts,Line B,Industrial Innovations LLC,29/11/2023,0.81,13,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.77,-1.21,0.35,-0.71,-0.71,-0.5,-3.43, Electronics,Line A,Precision Parts Supply,31/08/2023,-21.95,12,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.85,-0.95,-0.61,-0.28,-0.89,-1.25,-3.49, Precision Components,Line E,EuroTrade Supplies,03/10/2023,-37.58,14,Production,Old,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
0.14,-0.07,0.73,-0.07,0,-0.09,1.82, Consumer Goods,Line C,TechCore Suppliers,07/05/2023,2.72,15,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.53,-0.16,-0.1,0.04,-0.23,0.69,0.56, Electronics,Line A,TechCore Suppliers,16/03/2023,0.3,1,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.07,0.49,-0.26,0.13,0,0.05,0.29, Electronics,Line A,Industrial Innovations LLC,03/03/2023,0.19,3,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.32,-1.58,-0.17,-1.27,-1.22,-0.86,-4.97, Automotive Parts,Line B,Quantum Resource Group,15/10/2023,12.53,20,Maintenance,Medium,Medium,Simple,Medium,Low_Consumption,Rigid,Low
-0.1,-0.53,0.16,0.39,0.82,0.59,0.21, Automotive Parts,Line B,MegaManufacturing Resources,05/07/2023,0.38,17,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.62,-1.27,-0.85,-0.39,-1.07,-1.17,-6.06, Automotive Parts,Line B,TechCore Suppliers,27/06/2023,-28.79,16,Quality_Control,Old,Low,Moderate,Medium,Low_Consumption,Rigid,Medium
1.23,1,0.68,0.7,-0.08,0.61,0.26, Precision Components,Line E,Advanced Materials Inc.,15/06/2023,0.22,9,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.1,0.13,0.15,0.02,0,0.41,-0.72, Industrial Equipment,Line D,Advanced Materials Inc.,02/07/2023,-0.64,20,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.13,0,-0.55,-1.12,-0.21,-1.43,-2.06, Electronics,Line A,MegaManufacturing Resources,28/01/2023,-4.27,8,Production,Old,Low,Simple,Medium,Medium_Consumption,Moderate,Low
-0.33,-0.39,-0.62,-0.11,-0.5,-0.22,-3.04, Industrial Equipment,Line D,GlobalTech Components,26/11/2023,-7.31,14,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.47,-0.24,0.34,-0.14,0.01,0.01,-0.81, Industrial Equipment,Line D,NorthStar Manufacturing,04/09/2023,-2.89,11,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.52,0.85,0.61,0.22,0.95,0.49,3.81, Automotive Parts,Line B,MegaManufacturing Resources,03/12/2023,2,20,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.72,0.55,0.51,0.02,0.17,0.47,2.94, Industrial Equipment,Line D,Quantum Resource Group,22/01/2023,3.07,8,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.63,1.06,1.38,1.58,1.47,1.51,5.19, Electronics,Line A,Advanced Materials Inc.,06/04/2023,2.77,13,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-0.16,0.07,0.66,-0.07,-0.1,-0.37,1.83, Electronics,Line A,TechCore Suppliers,02/05/2023,3.24,12,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.54,0.83,0.92,0.35,0.58,1.52,5.95, Consumer Goods,Line C,Advanced Materials Inc.,07/09/2023,4.26,5,Maintenance,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.2,0.62,0.75,-0.32,0.53,0.56,-0.09, Precision Components,Line E,Apex Industrial Solutions,04/11/2023,-0.09,18,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
2.19,1.58,2.38,2.9,2.84,1.43,9.48, Industrial Equipment,Line D,NorthStar Manufacturing,30/11/2023,1.78,3,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-0.22,-0.76,-0.35,-0.39,0.15,0.2,1.04, Precision Components,Line E,EuroTrade Supplies,22/11/2023,1.2,19,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1,-1.44,-0.57,-0.4,0.35,0.28,-2.51, Precision Components,Line E,Apex Industrial Solutions,17/05/2023,1133.73,16,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-1.49,-0.92,-0.56,-0.95,-0.65,0.1,-7.61, Precision Components,Line E,GlobalTech Components,04/10/2023,18.7,18,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.61,-0.6,-1.21,-0.01,-0.02,0.62,-3.99, Precision Components,Line E,Industrial Innovations LLC,16/11/2023,-7.24,2,Quality_Control,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
1,1.59,1.82,1.36,1.03,0.87,5.86, Electronics,Line A,Apex Industrial Solutions,28/11/2023,4.1,13,Production,New,High,Complex,High,Medium_Consumption,Flexible,High
1.91,1.91,1.09,1.29,1.72,0.89,5.1, Industrial Equipment,Line D,GlobalTech Components,02/03/2023,3.16,16,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-1.61,-1.46,-1.16,-0.79,-1.12,-1.91,-7.38, Consumer Goods,Line C,GlobalTech Components,07/09/2023,18.1,12,Maintenance,Old,Low,Moderate,Low,Low_Consumption,Rigid,Medium
1.06,0.13,0.68,0.97,0.02,0.43,2.81, Precision Components,Line E,EuroTrade Supplies,05/04/2023,2.46,8,Production,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.71,-0.31,-0.08,-0.68,-0.36,-0.62,0.34, Consumer Goods,Line C,Industrial Innovations LLC,23/10/2023,1.39,0,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0,0.45,-0.63,-0.53,-0.26,-0.31,-1.63, Electronics,Line A,Precision Parts Supply,03/07/2023,-2.94,16,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.08,-1.07,-0.69,-0.76,-0.98,-1.01,-2.67, Electronics,Line A,MegaManufacturing Resources,17/09/2023,60.44,15,Quality_Control,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.89,-0.45,-0.73,-0.27,0.3,0.39,1.21, Automotive Parts,Line B,TechCore Suppliers,14/10/2023,17.54,17,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.27,0.95,0.65,1.11,1.88,1.74,8.82, Precision Components,Line E,Quantum Resource Group,04/06/2023,3.11,1,Quality_Control,New,High,Complex,Medium,High_Consumption,Flexible,High
0.08,-0.25,1,0.21,-0.48,-0.17,0.86, Automotive Parts,Line B,Quantum Resource Group,05/07/2023,1.12,13,Logistics,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
0.79,0.81,0.72,0.64,0.3,1.12,0.1, Consumer Goods,Line C,Quantum Resource Group,10/03/2023,0.04,21,Logistics,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.34,-0.58,-0.67,-1.07,-0.3,0.14,-1.49, Industrial Equipment,Line D,Precision Parts Supply,22/11/2023,-1.34,22,Logistics,Old,Medium,Simple,Medium,Medium_Consumption,Moderate,Low
1.33,0.79,0.82,0.65,1.34,0.99,6.74, Automotive Parts,Line B,MegaManufacturing Resources,18/09/2023,5.2,16,Production,New,High,Moderate,Medium,High_Consumption,Moderate,Medium
1.67,0.48,0.62,1.01,0.85,0.82,4.36, Electronics,Line A,Quantum Resource Group,25/04/2023,1.14,2,Logistics,New,High,Complex,Medium,Medium_Consumption,Moderate,High
0.34,-0.45,0.48,0.22,0.15,0.36,4.07, Precision Components,Line E,MegaManufacturing Resources,13/12/2023,2.42,1,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.68,0.92,-0.08,0.16,0.23,0.41,3.41, Consumer Goods,Line C,TechCore Suppliers,08/01/2023,3.45,7,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
0,-0.35,0.39,0.43,-0.02,-0.36,1.11, Electronics,Line A,Quantum Resource Group,22/09/2023,0.89,1,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.59,0.77,1.27,0.23,0.35,0.13,4.69, Industrial Equipment,Line D,Industrial Innovations LLC,28/09/2023,2.36,1,Production,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-0.54,-0.89,-0.7,-0.38,-0.51,-1.21,-2.9, Precision Components,Line E,GlobalTech Components,06/09/2023,-11.36,8,Logistics,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.53,1.92,2.37,2.05,1.4,2.27,5.07, Industrial Equipment,Line D,Quantum Resource Group,15/04/2023,1.81,19,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.93,0.15,0.73,0.58,0.92,0.35,2.12, Industrial Equipment,Line D,MegaManufacturing Resources,20/09/2023,0.88,20,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
2.22,1.36,2.07,2.01,1.74,1.99,11.55, Precision Components,Line E,GlobalTech Components,12/08/2023,3.94,5,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-0.56,-0.01,-0.05,-0.37,-0.1,-0.18,-2.5, Precision Components,Line E,EuroTrade Supplies,24/11/2023,-10.7,11,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.15,0.6,-0.79,-0.28,-0.42,-0.49,-1.72, Industrial Equipment,Line D,Quantum Resource Group,28/09/2023,-3.63,8,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.12,0.41,0.04,0.68,0.87,0.65,1.22, Consumer Goods,Line C,Quantum Resource Group,14/06/2023,0.86,6,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.68,-0.21,-1.85,-1.34,-0.93,-0.53,-1.41, Precision Components,Line E,Apex Industrial Solutions,24/03/2023,-8.29,11,Production,Old,Medium,Simple,Low,Low_Consumption,Moderate,Low
0.01,-0.06,-0.43,-0.22,0.03,-0.2,2.27, Electronics,Line A,GlobalTech Components,22/10/2023,1.13,4,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.01,0.47,0.62,0.93,0.69,1.09,1.59, Automotive Parts,Line B,Quantum Resource Group,14/05/2023,2.66,15,Quality_Control,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.34,-0.76,0.08,-0.35,0.14,-0.59,-1.23, Consumer Goods,Line C,Industrial Innovations LLC,30/07/2023,-0.93,4,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.95,-0.49,-1.13,-0.86,-1.14,-1.48,-6.23, Precision Components,Line E,TechCore Suppliers,09/11/2023,-215.34,11,Logistics,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
0.47,0.15,0.16,0.17,-0.31,0.07,1.69, Precision Components,Line E,GlobalTech Components,02/04/2023,0.57,23,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.25,-0.2,0.65,0.64,0.59,0.83,4.04, Consumer Goods,Line C,TechCore Suppliers,03/12/2023,1.62,19,Maintenance,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.42,-1.26,0.18,-0.6,0.13,0.51,0.32, Automotive Parts,Line B,NorthStar Manufacturing,07/05/2023,0.99,8,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.47,-1.27,-1.2,-1.61,-1.25,-1.19,-5.16, Industrial Equipment,Line D,MegaManufacturing Resources,10/07/2023,-5.87,22,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.48,-0.9,-0.27,-0.38,0.17,0.34,4.83, Electronics,Line A,EuroTrade Supplies,08/06/2023,4.89,6,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.58,0.6,0.84,0.7,0.31,0.06,0.7, Precision Components,Line E,Apex Industrial Solutions,27/11/2023,0.53,18,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.12,1.52,1.14,1.41,1.71,0.67,3.13, Automotive Parts,Line B,Industrial Innovations LLC,01/12/2023,1.33,19,Logistics,New,Medium,Complex,High,High_Consumption,Flexible,High
0.47,1.31,0.72,0.84,0.94,0.61,3.3, Electronics,Line A,EuroTrade Supplies,10/01/2023,1.35,22,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-1.21,-0.82,-0.8,-1.2,-0.75,-1.66,-8.14, Consumer Goods,Line C,Apex Industrial Solutions,17/04/2023,79.11,10,Maintenance,Old,Low,Simple,Medium,Medium_Consumption,Moderate,Low
1.05,2.14,1.59,1.71,0.87,1.32,4.45, Precision Components,Line E,EuroTrade Supplies,28/03/2023,1.74,20,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
-0.08,0.42,0.73,0.79,0.66,0.69,0.88, Industrial Equipment,Line D,EuroTrade Supplies,08/03/2023,1.81,11,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.23,0.19,0.09,-0.32,-0.9,-0.63,-3.14, Consumer Goods,Line C,Advanced Materials Inc.,03/03/2023,-2.85,2,Logistics,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.74,0.82,-0.3,0.54,0.51,0.28,0.38, Precision Components,Line E,MegaManufacturing Resources,26/05/2023,0.39,16,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.25,0.47,1.08,0.53,0.72,0.7,4.85, Automotive Parts,Line B,Precision Parts Supply,02/06/2023,3.24,6,Logistics,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-0.68,-1.08,-0.62,-0.87,-0.63,-1.06,-4.96, Electronics,Line A,Apex Industrial Solutions,17/04/2023,-10.71,21,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.25,-0.12,-1.39,-0.98,-0.51,-1.52,-4.33, Electronics,Line A,Industrial Innovations LLC,28/05/2023,-11.01,9,Production,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
0.64,0.63,0.31,1.06,1.23,1.48,6.02, Precision Components,Line E,GlobalTech Components,05/07/2023,2.2,22,Logistics,Medium,High,Complex,Medium,High_Consumption,Moderate,High
-0.61,-0.66,-0.63,-0.23,-0.67,-1.07,-4.57, Consumer Goods,Line C,EuroTrade Supplies,15/12/2023,-18.87,14,Production,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.45,0.03,0.55,0.75,0.8,0.69,2.25, Industrial Equipment,Line D,EuroTrade Supplies,08/12/2023,1.24,1,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.73,-0.31,-0.67,0.16,-0.58,0.17,-0.94, Automotive Parts,Line B,Apex Industrial Solutions,27/06/2023,-5.25,12,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.6,-0.64,-1.6,-1.42,-1.2,-1.11,-8.92, Precision Components,Line E,NorthStar Manufacturing,01/12/2023,-13.54,3,Maintenance,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
0.21,-0.14,0.24,-0.48,-0.41,-0.34,-5.02, Automotive Parts,Line B,Precision Parts Supply,23/09/2023,-6.63,17,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.37,-0.17,-0.6,0.42,-0.26,-0.25,-0.4, Electronics,Line A,EuroTrade Supplies,29/05/2023,-0.32,23,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.29,1.74,1.72,1.83,1.84,1.75,9.25, Industrial Equipment,Line D,Quantum Resource Group,04/09/2023,2.43,22,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-0.88,-0.06,0.08,-0.61,-0.42,-0.4,1.8, Automotive Parts,Line B,Advanced Materials Inc.,11/09/2023,17.75,0,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.1,0.03,-0.38,0.27,0.18,0.24,0.64, Precision Components,Line E,TechCore Suppliers,29/01/2023,0.47,1,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.63,1.45,0.83,0.58,0.61,0.92,6.4, Industrial Equipment,Line D,Advanced Materials Inc.,18/12/2023,1.95,1,Logistics,New,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
-1.42,-1,-0.42,-0.61,-0.43,-0.91,-4.29, Consumer Goods,Line C,Precision Parts Supply,23/09/2023,6.14,3,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.72,-1.09,-1.19,-0.18,-0.67,-0.69,-3.2, Precision Components,Line E,Quantum Resource Group,13/01/2023,-7.87,2,Production,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
0.94,0.38,0.69,0.65,0.23,0.28,5.6, Automotive Parts,Line B,Advanced Materials Inc.,16/02/2023,5.2,16,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.21,0.79,0.36,-0.03,0.13,-0.41,-2.97, Industrial Equipment,Line D,TechCore Suppliers,31/05/2023,-3.44,13,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.94,-0.02,1.03,0.6,0.52,0.37,3.6, Precision Components,Line E,GlobalTech Components,19/02/2023,1.48,1,Production,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
0.36,0.9,0.13,0.46,-0.17,-0.12,5.07, Industrial Equipment,Line D,MegaManufacturing Resources,03/08/2023,6.36,15,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.81,-1.37,-1.89,-1.59,-1.78,-1.69,-7.03, Industrial Equipment,Line D,GlobalTech Components,12/05/2023,-74.37,10,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.56,-1.36,-0.14,-0.94,-0.64,-0.19,-0.14, Industrial Equipment,Line D,MegaManufacturing Resources,23/04/2023,-0.48,12,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
0.19,-0.92,0.69,-0.04,0.03,-0.27,-1.34, Automotive Parts,Line B,NorthStar Manufacturing,09/09/2023,-1.35,0,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.98,0.94,0.03,0.5,-0.2,0.31,2.02, Precision Components,Line E,NorthStar Manufacturing,07/12/2023,0.61,22,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.13,0.62,0.73,0.86,1.13,0.24,3.09, Electronics,Line A,NorthStar Manufacturing,22/02/2023,2.19,1,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.58,-0.99,-0.03,-0.91,-0.36,-0.41,-5.69, Electronics,Line A,Advanced Materials Inc.,10/05/2023,-2.89,1,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.76,1.23,2.01,2.59,2.28,2.37,7.21, Automotive Parts,Line B,NorthStar Manufacturing,20/11/2023,3.28,20,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.23,-0.32,-1.19,-0.67,-0.52,-1.07,-4.93, Automotive Parts,Line B,MegaManufacturing Resources,12/07/2023,-2,4,Maintenance,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
0.29,0.46,0.13,0.62,-0.42,0.3,2.62, Industrial Equipment,Line D,GlobalTech Components,20/03/2023,1.22,3,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.06,-0.1,0.67,0.11,0.25,0.77,3.06, Precision Components,Line E,Apex Industrial Solutions,26/02/2023,5.5,11,Maintenance,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.29,0.3,0.6,1.11,0.45,0.39,3.18, Precision Components,Line E,EuroTrade Supplies,07/04/2023,1.73,2,Logistics,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
0.97,0.4,1.34,0.51,0.88,0.7,5.45, Consumer Goods,Line C,MegaManufacturing Resources,17/07/2023,2.49,19,Quality_Control,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-1.41,-0.61,-0.62,-0.69,-0.83,-0.44,-4.08, Consumer Goods,Line C,GlobalTech Components,15/05/2023,18.79,9,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.08,-0.12,0.6,0.65,0.38,-0.16,3.21, Electronics,Line A,GlobalTech Components,27/05/2023,3.12,19,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.77,0.32,0.35,0.81,1,1.21,3.7, Consumer Goods,Line C,EuroTrade Supplies,21/06/2023,3.35,17,Production,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.63,-0.88,-0.92,-0.74,-1.31,-0.83,-4.26, Consumer Goods,Line C,Quantum Resource Group,04/03/2023,-9.22,20,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.17,-0.7,-0.17,-0.13,-0.18,0.31,-1.01, Electronics,Line A,Apex Industrial Solutions,06/03/2023,-0.69,20,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.75,-0.63,0.07,-0.6,-0.76,-0.57,-1.41, Electronics,Line A,Quantum Resource Group,22/10/2023,-4.44,20,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.6,0.82,0.65,0.54,0.41,0.37,2.04, Consumer Goods,Line C,Quantum Resource Group,30/07/2023,2.42,9,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.96,-1.89,-1.93,-2.35,-2.82,-2.39,-9.24, Precision Components,Line E,GlobalTech Components,19/04/2023,11.56,0,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.49,-1.01,0.44,-0.22,0.14,0.02,-2.09, Consumer Goods,Line C,TechCore Suppliers,09/10/2023,-1.54,5,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.2,-1.58,-1.99,-1.35,-1.32,-1.48,-9.31, Industrial Equipment,Line D,Industrial Innovations LLC,21/06/2023,94.86,10,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.21,-0.14,-0.72,-0.06,-0.29,-0.63,-0.13, Industrial Equipment,Line D,MegaManufacturing Resources,12/01/2023,-0.09,1,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.43,-0.2,-0.33,-0.81,-0.88,-0.24,-2.53, Industrial Equipment,Line D,Advanced Materials Inc.,29/11/2023,-6.65,6,Logistics,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
